country_name,year,y_v2x_polyarchy,y_e_p_polity,y_BR_Democracy,y_BMR_democracy,WB_GDPgrowth,WB_GDPpc,WB_Inflation
Austria,2005,0.855,10.0,1.0,1.0,2.24406532463878,38403.1338770715,2.29913882222146
Austria,2006,0.863,10.0,1.0,1.0,3.4540418361412204,40635.281815972405,1.44154696188379
Austria,2007,0.885,10.0,1.0,1.0,3.72741530093519,46855.7717452095,2.1685559982403704
Austria,2008,0.884,10.0,1.0,1.0,1.4604236757386002,51708.7657541758,3.2159502295349105
Austria,2009,0.894,10.0,1.0,1.0,-3.76457817791677,47963.1794023217,0.506308350120954
Austria,2010,0.871,10.0,1.0,1.0,1.83709367680054,46858.0432733717,1.81353628033681
Austria,2011,0.89,10.0,1.0,1.0,2.92279728368581,51374.9584066934,3.28658197365512
Austria,2012,0.872,10.0,1.0,1.0,0.680445576816723,48567.69528642,2.4856735286006804
Austria,2013,0.868,10.0,1.0,1.0,0.0255047121972183,50716.708706286394,2.00015891157196
Austria,2014,0.8740000000000001,10.0,1.0,1.0,0.661272848852605,51717.495940551504,1.60580414549751
Austria,2015,0.867,10.0,1.0,1.0,1.01450158590511,44178.047377743205,0.896565315628228
Austria,2016,0.852,10.0,1.0,,2.08260842829317,45237.805092154296,0.8915923673027321
Austria,2017,0.835,10.0,1.0,,2.47644392123686,47431.630607607,2.08126858275521
France,2005,0.868,9.0,1.0,1.0,1.6632200004964095,34760.1877663866,1.74586936380481
France,2006,0.8909999999999999,9.0,1.0,1.0,2.44932360050809,36443.6234414411,1.67512449608728
France,2007,0.883,9.0,1.0,1.0,2.4247362379150803,41508.4339850416,1.4879980595385802
France,2008,0.899,9.0,1.0,1.0,0.254945945817809,45334.1144358246,2.81286194914787
France,2009,0.8909999999999999,9.0,1.0,1.0,-2.8733138520625494,41575.4187483737,0.0876204781574529
France,2010,0.898,9.0,1.0,1.0,1.9494376332686896,40638.33400426,1.53112270420924
France,2011,0.8740000000000001,9.0,1.0,1.0,2.1927006520261,43790.7320482019,2.11159795174997
France,2012,0.8859999999999999,9.0,1.0,1.0,0.31313474167846805,40874.7035053457,1.95419531613507
France,2013,0.862,9.0,1.0,1.0,0.576326679441848,42592.934094334196,0.863715497861826
France,2014,0.8740000000000001,9.0,1.0,1.0,0.956183047683851,43008.647381710696,0.507758822937957
France,2015,0.8759999999999999,9.0,1.0,1.0,1.1129123405747,36613.3752159613,0.0375143805125363
France,2016,0.87,9.0,1.0,,1.09546439462306,36962.222290118,0.18333486112384806
France,2017,0.882,9.0,1.0,,2.2602027208113102,38679.127148241896,1.03228275064674
Germany,2005,0.91,10.0,1.0,,0.721853764966724,34507.368814233196,1.54690965159041
Germany,2006,0.917,10.0,1.0,,3.81458790454661,36323.4477421822,1.57742825864226
Germany,2007,0.917,10.0,1.0,,2.98407727316592,41587.2128984264,2.29834179696226
Germany,2008,0.905,10.0,1.0,,0.96226644174557,45427.151677489004,2.62838174873985
Germany,2009,0.904,10.0,1.0,,-5.69715162828702,41485.9016495139,0.31273762987172
Germany,2010,0.882,10.0,1.0,,4.1789690378929,41531.9341978689,1.1038091611581202
Germany,2011,0.8759999999999999,10.0,1.0,,3.9241334177129694,46644.776027968,2.07517452479837
Germany,2012,0.873,10.0,1.0,,0.4195510800535801,43858.3630551076,2.0084909216701
Germany,2013,0.888,10.0,1.0,,0.42824326167219295,46285.76406884071,1.5047209800535
Germany,2014,0.898,10.0,1.0,,2.22568874914928,47959.9932737599,0.906797948515676
Germany,2015,0.878,10.0,1.0,,1.73974982269824,41139.5445685533,0.51442053951781
Germany,2016,0.878,10.0,1.0,,2.2299999669974704,42098.9204453545,0.49174862477081
Germany,2017,0.871,10.0,1.0,,2.46503002917808,44240.0441099604,1.50949655801608
Poland,2005,0.877,10.0,1.0,1.0,3.4936676370294704,8021.003655337259,2.18379872390258
Poland,2006,0.884,10.0,1.0,1.0,6.1796413460656785,9038.73084652356,1.28469394366409
Poland,2007,0.887,10.0,1.0,1.0,7.0348283011714186,11255.4366982999,2.4587431238539703
Poland,2008,0.8690000000000001,10.0,1.0,1.0,4.24960850275163,14001.4468819804,4.1649719352477
Poland,2009,0.878,10.0,1.0,1.0,2.8202597590215803,11527.5932279825,3.79539242483406
Poland,2010,0.888,10.0,1.0,1.0,3.60692826143993,12599.5335818707,2.58069370250546
Poland,2011,0.892,10.0,1.0,1.0,5.017235199938,13893.509259001,4.23940149625935
Poland,2012,0.922,10.0,1.0,1.0,1.60790664456468,13145.539262786499,3.56037151702788
Poland,2013,0.872,10.0,1.0,1.0,1.39189232124922,13781.0626053813,0.99198260633235
Poland,2014,0.8859999999999999,10.0,1.0,1.0,3.3184475370007904,14347.9145754456,0.0538213132400467
Poland,2015,0.866,10.0,1.0,1.0,3.83907133877577,12572.307880999198,-0.8741258741258492
Poland,2016,0.8370000000000001,10.0,1.0,,3.0639081161376103,12431.575424249198,-0.6647673314340229
Poland,2017,0.6990000000000001,10.0,1.0,,4.93766324502775,13856.9823892845,2.07593553673862
United Kingdom,2005,0.865,10.0,1.0,1.0,3.1797289240596496,42030.2866138136,2.08913649025072
United Kingdom,2006,0.867,10.0,1.0,1.0,2.78832455947308,44599.697568569696,2.45566166439288
United Kingdom,2007,0.867,10.0,1.0,1.0,2.43055321242285,50566.8265956828,2.38656150773328
United Kingdom,2008,0.867,10.0,1.0,1.0,-0.281153589519334,47286.9984928367,3.52140856342537
United Kingdom,2009,0.867,10.0,1.0,1.0,-4.24782174662953,38713.1374283353,1.96173173560107
United Kingdom,2010,0.8690000000000001,10.0,1.0,1.0,1.94952148180782,39435.8399018505,2.4926547246706496
United Kingdom,2011,0.8740000000000001,10.0,1.0,1.0,1.54014736820638,42038.500479034905,3.85611244682819
United Kingdom,2012,0.887,10.0,1.0,1.0,1.4789239471568,42462.7149069427,2.57323479654528
United Kingdom,2013,0.879,10.0,1.0,1.0,2.13948570108317,43444.5648427389,2.29166666666666
United Kingdom,2014,0.883,10.0,1.0,1.0,2.6074759063105,47417.6350484639,1.45112016293279
United Kingdom,2015,0.863,10.0,1.0,1.0,2.3555243059579904,44966.101925266514,0.368046842325369
United Kingdom,2016,0.865,8.0,1.0,,1.91815510596298,41074.1672796521,1.00841736811403
United Kingdom,2017,0.873,8.0,1.0,,1.89207703836381,40361.4173832159,2.55775577557754
